Name,Edition,Edition code,Collector's number,Price,Foil,Currency,Scryfall ID,Quantity
"Vicious Clown","Duskmourn: House of Horror","DSK","163","$0.25","Foil","USD","12649f73-9d29-4eed-bc89-cc0d1a8969e3","4"
"Boilerbilges Ripper","Duskmourn: House of Horror","DSK","127","$0.13","Foil","USD","1a68009c-83cd-455f-81e9-bdd720d23a43","6"
"Rampaging Soulrager","Duskmourn: House of Horror","DSK","151","$0.10","Foil","USD","569c914b-95af-428f-a142-6f20e418bc59","4"
"Ragged Playmate","Duskmourn: House of Horror","DSK","150","$0.74","Foil","USD","000499a4-3f39-4d25-a2a2-b2f014e30754","4"
"Violent Urge","Duskmourn: House of Horror","DSK","164","$0.53","Foil","USD","a47c968b-1edd-45ac-a67c-311647e7e2fc","2"
"Trial of Agony","Duskmourn: House of Horror","DSK","159","$0.48","Foil","USD","fa62f67a-d20f-4d99-b0a2-327634299c9f","1"
"Diversion Specialist","Duskmourn: House of Horror","DSK","132","$0.17","Foil","USD","acc9b17c-4210-49f4-a920-b1dc9dfa950f","2"
"Fear of Burning Alive","Duskmourn: House of Horror","DSK","135","$1.04","Foil","USD","b282f8e3-8b79-47e9-8c18-62284211442b","1"
"Ripchain Razorkin","Duskmourn: House of Horror","DSK","154","$0.33","Foil","USD","effad662-3309-434c-addc-4394db1f359c","3"
"Ticket Booth // Tunnel of Hate","Duskmourn: House of Horror","DSK","158","$0.48","Foil","USD","058ffe36-ed2d-4b67-83cd-162db8383a32","2"
"Vengeful Possession","Duskmourn: House of Horror","DSK","162","$0.46","Foil","USD","d6918d50-a4c3-40d8-9480-343f14773a69","2"
"Untimely Malfunction","Duskmourn: House of Horror","DSK","161","$1.00","Foil","USD","857bfb0e-17dc-4dda-bc37-3df927a9eae6","2"
"Norin, Swift Survivalist","Duskmourn: House of Horror","DSK","297","$1.08","Foil","USD","f86f4026-b75a-4d74-871e-715ece0225d3","7"
"Clockwork Percussionist","Duskmourn: House of Horror","DSK","295","$0.86","Foil","USD","e44340c7-d3bb-4cf9-a105-ebbf6ce3ace1","1"
"Winter, Cynical Opportunist","Duskmourn: House of Horror Commander","DSC","7","$0.75","Foil","USD","94dc35e4-a492-4019-afcd-cbef6f59a512","2"
"They Came from the Pipes","Duskmourn: House of Horror Commander","DSC","45","$0.00","","USD","541fc8eb-dba2-4d2b-9df2-9380c8c37e21","1"
"The Lord of Pain","Duskmourn: House of Horror Commander","DSC","3","$3.87","Foil","USD","494c244e-dcdc-4169-9743-8a61f58e8763","1"
"Into the Pit","Duskmourn: House of Horror Commander","DSC","50","$0.00","","USD","368be2f2-3d65-40c9-b99c-ec26c568d50c","1"
"Phenomenon Investigators","Duskmourn: House of Horror Commander","DSC","65","$0.00","","USD","0c3dfaeb-7a84-4463-bebe-501634f13945","2"
"Convert to Slime","Duskmourn: House of Horror Commander","DSC","64","$0.00","","USD","03f67156-0a79-43ee-8b7d-5a788a2107f6","1"
"Demonic Covenant","Duskmourn: House of Horror Commander","DSC","49","$0.00","","USD","dd12c395-4d18-472b-9e91-337b86007fcd","1"
"Glitch Interpreter","Duskmourn: House of Horror Commander","DSC","44","$0.00","","USD","453d6565-137a-44b9-987d-e67944f2bebf","1"
"Aminatou, Veil Piercer","Duskmourn: House of Horror Commander","DSC","1","$2.27","Foil","USD","9f868023-6035-403d-ba91-7a4840c6c392","1"
"Star Athlete","Duskmourn: House of Horror Commander","DSC","57","$0.00","","USD","c01b9aec-d164-4ab6-9911-a92c00d1674d","1"
"Soaring Lightbringer","Duskmourn: House of Horror Commander","DSC","42","$0.00","","USD","1933e212-213f-461f-aeb5-4a86a4dae003","1"
"Rendmaw, Creaking Nest","Duskmourn: House of Horror Commander","DSC","5","$0.00","Foil","USD","4dc2d415-fdf7-4f2d-95d0-a793ffc26491","1"
"Split Up","Duskmourn: House of Horror","DSK","304","$2.70","","USD","7428a157-67e8-48fb-9882-54bf3ae001e3","1"
"Toby, Beastie Befriender","Duskmourn: House of Horror","DSK","356","$1.12","Foil","USD","cafe5755-88b0-4fee-8596-4232844f60fc","3"
"Leyline of Resonance","Duskmourn: House of Horror","DSK","379","$4.37","","USD","c006baf9-451e-461c-9355-7bf5a4f0d601","2"
"Leyline of Mutation","Duskmourn: House of Horror","DSK","382","$0.94","","USD","cb5ad232-9863-454f-9455-9725e69fa33f","1"
"Unidentified Hovership","Duskmourn: House of Horror","DSK","305","$0.46","","USD","426b1aa9-e94f-4654-88c7-9cea52f1bc0a","2"
"Enduring Tenacity","Duskmourn: House of Horror","DSK","95","$4.15","","USD","d5756d4b-3068-412c-8643-880d3459151e","1"
"Thornspire Verge","Duskmourn: House of Horror","DSK","333","$6.91","","USD","a817f77d-19ea-4342-b90f-d92f62543303","1"
"Dollmaker's Shop // Porcelain Gallery","Duskmourn: House of Horror","DSK","335","$7.41","","USD","4b9225ce-f29d-4235-8e9d-98a4fd159f73","1"
"The Rollercrusher Ride","Duskmourn: House of Horror","DSK","317","$3.38","","USD","4d14e9ee-f82f-4062-b972-9486377dacdb","1"
"Peer Past the Veil","Duskmourn: House of Horror","DSK","325","$0.89","","USD","b70e7b3a-3fe2-4f3c-8292-b44e4a0fc5a4","2"
"Come Back Wrong","Duskmourn: House of Horror","DSK","309","$1.15","","USD","0e8761b8-3583-422d-a23c-b3f0915ce15b","2"
"Kaito, Bane of Nightmares","Duskmourn: House of Horror","DSK","328","$13.07","","USD","79d24cf8-107e-4b5b-a4f5-a7498647abef","1"
"Omnivorous Flytrap","Duskmourn: House of Horror","DSK","322","$0.69","","USD","f779cc02-2470-4fc0-ae08-503adeb8e0a9","1"
"Hushwood Verge","Duskmourn: House of Horror","DSK","332","$5.43","","USD","2bc1b38f-11bf-4eb0-b333-4d605290e75b","1"
"Niko, Light of Hope","Duskmourn: House of Horror","DSK","355","$4.42","Foil","USD","bb6f4e4e-8c3c-4860-bc9e-cbce44bcdc23","1"
"Abhorrent Oculus","Duskmourn: House of Horror","DSK","344","$8.15","","USD","5f89402a-ef5c-47c1-8cef-f40920f98fac","1"
"Restricted Office // Lecture Hall","Duskmourn: House of Horror","DSK","342","$0.75","","USD","e35b3ab8-9230-469e-8c01-5f735fea5c9e","1"
"Funeral Room // Awakening Hall","Duskmourn: House of Horror","DSK","338","$6.28","","USD","da30e940-acba-4f10-bd0e-3a0b165233f9","1"
"Chainsaw","Duskmourn: House of Horror","DSK","314","$0.98","","USD","1c8d0f4e-6b1e-4444-8851-adf857273964","1"
"Swamp","Duskmourn: House of Horror","DSK","274","$0.45","Foil","USD","7442c1c7-1c10-4387-92e6-4bdea263064f","8"
"Island","Duskmourn: House of Horror","DSK","273","$0.40","Foil","USD","40e3bf00-84cc-498c-b214-1052b4904d92","7"
"Plains","Duskmourn: House of Horror","DSK","272","$0.37","Foil","USD","e67ce864-bf29-42f1-81ca-a98022892eec","9"
"Omnivorous Flytrap","Duskmourn: House of Horror","DSK","322","$0.86","Foil","USD","f779cc02-2470-4fc0-ae08-503adeb8e0a9","1"
"Entity Tracker","Duskmourn: House of Horror","DSK","290","$1.24","Foil","USD","2c0a079e-26f4-44ed-859a-f7df4b40a3cd","1"
"Leyline of Mutation","Duskmourn: House of Horror","DSK","188","$9.40","Foil","USD","2359b670-41f0-4ec7-8db9-3f87f7577bc3","1"
"Restricted Office // Lecture Hall","Duskmourn: House of Horror","DSK","342","$0.87","Foil","USD","e35b3ab8-9230-469e-8c01-5f735fea5c9e","2"
"Mirror Room // Fractured Realm","Duskmourn: House of Horror","DSK","67","$5.49","Foil","USD","c2e085dd-a448-4f5a-9cfa-5c2034234e7c","1"
"Roaring Furnace // Steaming Sauna","Duskmourn: House of Horror","DSK","230","$0.95","Foil","USD","94352ffb-d716-484d-b018-4e1c033ef2f3","1"
"Overlord of the Balemurk","Duskmourn: House of Horror","DSK","377","$5.81","Foil","USD","6da8e15d-033e-41ab-9f95-656a5737bdac","1"
"Leyline of Mutation","Duskmourn: House of Horror","DSK","382","$7.98","Foil","USD","cb5ad232-9863-454f-9455-9725e69fa33f","1"
"Blazemire Verge","Duskmourn: House of Horror","DSK","329","$10.67","Foil","USD","73a926c5-ba2b-4ac5-9717-6c9181f9a827","2"
"Overlord of the Floodpits","Duskmourn: House of Horror","DSK","68","$4.18","Foil","USD","5fca5de8-9cda-4370-9f72-4462f8cfd696","1"
"Come Back Wrong","Duskmourn: House of Horror","DSK","86","$1.39","Foil","USD","72ee3b45-aa4e-4c5b-a9e6-608bfbd93f8b","1"
"Marvin, Murderous Mimic","Duskmourn: House of Horror","DSK","253","$5.25","Foil","USD","66898970-b99b-48f2-9240-68c301c95500","2"
"Chainsaw","Duskmourn: House of Horror","DSK","314","$1.18","Foil","USD","1c8d0f4e-6b1e-4444-8851-adf857273964","2"
"Thornspire Verge","Duskmourn: House of Horror","DSK","333","$8.77","Foil","USD","a817f77d-19ea-4342-b90f-d92f62543303","2"
"Enduring Vitality","Duskmourn: House of Horror","DSK","381","$4.79","Foil","USD","400eaca3-d7ee-4334-bade-1b05f3591417","2"
"Unholy Annex // Ritual Chamber","Duskmourn: House of Horror","DSK","118","$3.13","Foil","USD","0fb4c734-c698-46f2-bc78-5f036f472e5b","1"
"Lionheart Glimmer","Duskmourn: House of Horror","DSK","19","$0.52","Foil","USD","483e1c6f-331c-45f1-bf5d-9b9742aa8903","1"
"Get Out","Duskmourn: House of Horror","DSK","60","$0.95","Foil","USD","5d9471c8-2db9-4ce3-a1e5-42b85134cb8e","1"
"Tunnel Surveyor","Duskmourn: House of Horror","DSK","76","$0.40","Foil","USD","12ee2690-f464-4a38-81e1-6dd2053a3327","1"
"Give In to Violence","Duskmourn: House of Horror","DSK","101","$0.28","Foil","USD","00ac1759-d4cc-41d5-a9b7-a89b80d2190c","1"
"Living Phone","Duskmourn: House of Horror","DSK","20","$0.20","Foil","USD","8266f93b-f91c-4427-a222-075ceb0be3af","1"
"Insidious Fungus","Duskmourn: House of Horror","DSK","321","$0.85","Foil","USD","68fadf08-c799-47da-8330-5d0df7b41ca1","1"
"Unwanted Remake","Duskmourn: House of Horror","DSK","306","$1.25","Foil","USD","be897dda-8603-4264-a022-87870f635b40","1"
"Surgical Suite // Hospital Room","Duskmourn: House of Horror","DSK","34","$0.86","Foil","USD","96b2dc14-4477-4444-a9eb-4fa4c02dfbde","1"
"Seized from Slumber","Duskmourn: House of Horror","DSK","28","$0.25","Foil","USD","24456083-0c76-46c5-9b18-8d468702df69","1"
"Glimmerburst","Duskmourn: House of Horror","DSK","62","$0.25","Foil","USD","fe1ab8db-3994-4b6d-9eaf-75243a78b715","1"
"Bottomless Pool // Locker Room","Duskmourn: House of Horror","DSK","43","$0.50","Foil","USD","606fe87c-d17b-4fa7-8e82-e7002d8229ef","1"
"Hardened Escort","Duskmourn: House of Horror","DSK","16","$0.36","Foil","USD","12054e10-46d6-4581-a7e5-ff277cb0e229","1"
"Cackling Slasher","Duskmourn: House of Horror","DSK","85","$0.33","Foil","USD","b1269ccf-febf-42b0-8c20-21ccb731a3ec","1"
"Reluctant Role Model","Duskmourn: House of Horror","DSK","26","$1.38","Foil","USD","4dde86d6-34a0-4b3b-a46a-d9941501d08c","1"
"Central Elevator // Promising Stairs","Duskmourn: House of Horror","DSK","44","$3.48","Foil","USD","e548befc-4cd4-46be-951f-045452261cda","1"
"Enduring Courage","Duskmourn: House of Horror","DSK","133","$1.12","Foil","USD","f46ac55f-d68e-4d5d-af0a-3879f97f705e","1"
"Unidentified Hovership","Duskmourn: House of Horror","DSK","37","$1.05","Foil","USD","bd23f168-9ad0-4b4e-bfff-ae004c163727","1"
"Hedge Shredder","Duskmourn: House of Horror","DSK","320","$4.11","Foil","USD","01595caa-7abd-4b47-8015-3754d8eb39cf","1"
"Enduring Curiosity","Duskmourn: House of Horror","DSK","51","$2.18","Foil","USD","8616629e-08f9-41ad-bfec-f86c8096f1cb","1"
"Balustrade Wurm","Duskmourn: House of Horror","DSK","168","$2.29","Foil","USD","76610e6e-b60f-494f-bb11-68371eb494f2","1"
"Enduring Vitality","Duskmourn: House of Horror","DSK","394","$20.43","Foil","USD","2999c030-66c1-41f3-b59a-8ba1ef5a756c","1"
"Overlord of the Balemurk","Duskmourn: House of Horror","DSK","113","$6.74","Foil","USD","9b911653-7b96-4cf3-a907-13c5c53a14f7","1"
"Gloomlake Verge","Duskmourn: House of Horror","DSK","260","$5.63","Foil","USD","83f510b7-4cbd-4883-9c26-c8824bc668ac","1"
"Ghostly Dancers","Duskmourn: House of Horror","DSK","13","$0.82","Foil","USD","ab38adb5-8f16-4a4a-8dbc-f6ec14ca6c9f","1"
"Screaming Nemesis","Duskmourn: House of Horror","DSK","348","$13.12","Foil","USD","ad3f4c72-ff6e-4d7f-8eb8-45a0a9605fc0","1"
"Cursed Recording","Duskmourn: House of Horror","DSK","315","$1.08","Foil","USD","5aacedd1-de6b-4485-891e-0283ef33f3d4","1"
"Silent Hallcreeper","Duskmourn: House of Horror","DSK","345","$3.16","Foil","USD","a0ee370f-99d1-44bc-9952-29bcafbf7887","1"
"Enduring Courage","Duskmourn: House of Horror","DSK","378","$1.33","Foil","USD","98c10aa8-111a-4b02-a0a4-fee4c17f9c24","1"
"Zimone, All-Questioning","Duskmourn: House of Horror","DSK","241","$3.90","Foil","USD","7722f4f7-fe38-4107-a715-7b27b6a4e341","1"
"Ghost Vacuum","Duskmourn: House of Horror","DSK","248","$2.86","Foil","USD","8ac39c01-127f-4471-bc74-11a90c48e306","1"
"Dissection Tools","Duskmourn: House of Horror","DSK","245","$1.42","Foil","USD","048bb2c6-91bd-4d6a-a070-c73d8277c264","1"
"Meathook Massacre II","Duskmourn: House of Horror","DSK","293","$22.51","Foil","USD","cacb88b3-96a9-45e4-8053-2f8fcbe4028e","2"
"Valgavoth's Onslaught","Duskmourn: House of Horror","DSK","204","$0.99","Foil","USD","7d4ba274-3c6f-4e12-ba2c-a81c3da3f7e2","2"
"Blazemire Verge","Duskmourn: House of Horror","DSK","256","$5.21","Foil","USD","d151c8e2-d715-470d-868a-f45191db9fa0","2"
"Fear of Missing Out","Duskmourn: House of Horror","DSK","316","$5.00","Foil","USD","45b924a5-6533-4ca6-bd2e-32debdfb6c08","1"
"Floodfarm Verge","Duskmourn: House of Horror","DSK","259","$4.59","Foil","USD","d53ed0db-1199-44b3-8eda-8189dfcf53d1","2"
"Hedge Shredder","Duskmourn: House of Horror","DSK","183","$4.51","Foil","USD","39e83502-2ffd-4169-94e3-116701323ed5","2"
"Roaring Furnace // Steaming Sauna","Duskmourn: House of Horror","DSK","343","$3.06","Foil","USD","fe8e3d06-ae97-4f92-a379-b54e183e2aa0","1"
"Grievous Wound","Duskmourn: House of Horror","DSK","375","$5.83","Foil","USD","b3222c21-8d81-487d-a0c4-2413b30a26ab","1"
"Toby, Beastie Befriender","Duskmourn: House of Horror","DSK","35","$1.26","Foil","USD","f33d3948-fe7b-4c3b-ab67-1022623fbb2b","1"
"Leyline of Resonance","Duskmourn: House of Horror","DSK","143","$5.17","Foil","USD","92c5f0e3-345a-40a8-9cda-565a62156692","1"
"Valgavoth's Lair","Duskmourn: House of Horror","DSK","327","$3.94","Foil","USD","7b5041f1-7cb8-4b60-94f6-436430bbece4","2"
"Kona, Rescue Beastie","Duskmourn: House of Horror","DSK","299","$3.70","Foil","USD","3c3bfb93-c7f2-4a96-8c57-c356d8ce21c0","1"
"Razorkin Needlehead","Duskmourn: House of Horror","DSK","347","$10.85","Foil","USD","25c34cb6-c8cb-4814-a647-9c63b10f02c4","1"
"Leyline of Resonance","Duskmourn: House of Horror","DSK","379","$6.18","Foil","USD","c006baf9-451e-461c-9355-7bf5a4f0d601","1"
"Hushwood Verge","Duskmourn: House of Horror","DSK","261","$4.80","Foil","USD","ec288d76-c1f5-471b-8a53-504f88469c1b","2"
"The Tale of Tamiyo","Duskmourn: House of Horror","DSK","75","$4.58","Foil","USD","aaeba193-05d3-4c2d-a304-bbe7114c2eef","1"
"The Swarmweaver","Duskmourn: House of Horror","DSK","236","$1.06","Foil","USD","dcf3b17b-f2f6-4702-864d-8c96100b0563","1"
"Walk-In Closet // Forgotten Cellar","Duskmourn: House of Horror","DSK","205","$7.71","Foil","USD","0adcd4e5-d542-4293-8774-ace2305ef820","1"
"Overlord of the Mistmoors","Duskmourn: House of Horror","DSK","370","$7.14","Foil","USD","509735a5-2b41-4e52-9ab1-0e4a6fa41d1b","1"
"Demonic Counsel","Duskmourn: House of Horror","DSK","92","$5.24","Foil","USD","ff79c845-4115-4fbf-b20f-37470f2bf7fb","1"
"Unstoppable Slasher","Duskmourn: House of Horror","DSK","294","$4.76","Foil","USD","57d865cf-8c5f-4c27-a731-33564b01bc64","1"
"Rip, Spawn Hunter","Duskmourn: House of Horror","DSK","228","$0.53","Foil","USD","5f12e3b3-a260-4913-b13a-7fbb753dd702","1"
"Enduring Innocence","Duskmourn: House of Horror","DSK","6","$2.38","Foil","USD","08f79439-b8f8-418f-9772-26d81844749e","1"
"The Wandering Rescuer","Duskmourn: House of Horror","DSK","41","$6.88","Foil","USD","e1ccca86-df8b-4fd9-8fdf-0a5a7b14cdee","1"
"Peer Past the Veil","Duskmourn: House of Horror","DSK","325","$2.08","Foil","USD","b70e7b3a-3fe2-4f3c-8292-b44e4a0fc5a4","1"
"Overlord of the Hauntwoods","Duskmourn: House of Horror","DSK","194","$14.80","Foil","USD","05d08ff1-edcc-4c76-96e0-683b3da36ebb","1"
"Come Back Wrong","Duskmourn: House of Horror","DSK","309","$2.68","Foil","USD","0e8761b8-3583-422d-a23c-b3f0915ce15b","1"
"The Rollercrusher Ride","Duskmourn: House of Horror","DSK","317","$8.36","Foil","USD","4d14e9ee-f82f-4062-b972-9486377dacdb","1"
"Leyline of Transformation","Duskmourn: House of Horror","DSK","372","$2.64","Foil","USD","fd545d86-9a3e-4e4f-b0fe-9363a85b9290","1"
